Yield_CT,Yield_NT,NT_effect,Latitude,Longitude,Crop,Years_NT,Crop_rotation_CT,Crop_rotation_NT,Soil_cover_CT,Soil_cover_NT,Weed_pest_control_CT,Weed_pest_control_NT,P,E,PB,Tave,Tmax,Tmin,ST
1460.0,1560.0,Yes,-17.85,-63.0,wheat.spring,3,1,1,,,1.0,1.0,595.2,415.619,179.581,22.81667,29.05759,14.52299,Clay loam
1440.0,1400.0,No,-17.85,-63.0,wheat.spring,4,1,1,,,1.0,1.0,552.4,434.643,117.757,22.55,30.76461,13.45217,Clay loam
2800.0,4200.0,Yes,-34.84,-58.47,maize,3,1,1,,,1.0,1.0,722.6,683.012,39.588,22.67143,30.72099,10.55833,Clay loam
2500.0,1500.0,No,-34.84,-58.47,soybean,2,1,1,,,1.0,1.0,631.9,607.016,24.884,22.65,27.86424,9.55986,Clay loam
470.0,1070.0,Yes,35.18,-102.08,sorghum,3,0,0,1.0,1.0,1.0,1.0,177.3,502.673,-325.373,22.26,35.70446,10.12735,Loam
2990.0,4020.0,Yes,35.18,-102.08,sorghum,4,0,0,1.0,1.0,1.0,1.0,419.5,508.094,-88.594,21.72,31.10949,12.64705,Loam
2600.0,3600.0,Yes,35.18,-102.08,sorghum,6,0,0,1.0,1.0,1.0,1.0,317.2,539.526,-222.326,22.06,33.18162,10.80618,Loam
3200.0,4180.0,Yes,35.18,-102.08,sorghum,7,0,0,1.0,1.0,1.0,1.0,343.2,541.615,-198.415,22.66,35.1396,12.22302,Loam
2320.0,3320.0,Yes,35.18,-102.08,sorghum,8,0,0,1.0,1.0,1.0,1.0,369.9,501.681,-131.781,21.56,33.92281,10.25555,Loam
2870.0,1990.0,No,35.18,-102.08,wheat.winter,3,0,0,1.0,1.0,1.0,1.0,349.1,575.219,-226.119,12.95556,31.10949,-6.43165,Loam
1850.0,1460.0,No,35.18,-102.08,wheat.winter,4,0,0,1.0,1.0,1.0,1.0,520.1,568.23,-48.13,12.84444,29.11494,-3.41678,Loam
3800.0,3260.0,No,35.18,-102.08,wheat.winter,5,0,0,1.0,1.0,1.0,1.0,303.8,588.327,-284.527,12.24444,31.3493,-4.446,Loam
1510.0,2070.0,Yes,35.18,-102.08,wheat.winter,6,0,0,1.0,1.0,1.0,1.0,412.0,593.079,-181.079,12.77778,35.1396,-4.95282,Loam
2110.0,1910.0,No,35.18,-102.08,wheat.winter,7,0,0,1.0,1.0,1.0,1.0,365.7,561.391,-195.691,13.21111,29.86785,-2.15497,Loam
280.0,800.0,Yes,35.18,-102.08,wheat.winter,8,0,0,1.0,1.0,1.0,1.0,167.2,596.24,-429.04,13.71111,32.22011,-6.12318,Loam
870.0,1020.0,Yes,33.69,-101.83,cotton,1,0,0,0.0,1.0,1.0,1.0,480.0,551.749,-71.749,22.01667,32.33449,8.65994,Sandy loam
460.0,630.0,Yes,33.69,-101.83,cotton,2,0,0,0.0,1.0,1.0,1.0,327.2,548.268,-221.068,22.05,32.34307,8.85255,Sandy loam
8752.0,7706.0,No,40.92,-90.72,maize,17,0,0,0.0,1.0,,,447.6,559.736,-112.136,20.8,34.64616,4.47773,Loam
10128.0,8202.0,No,40.92,-90.72,maize,18,0,0,0.0,1.0,,,327.5,532.572,-205.072,20.36667,29.63297,5.49323,Loam
14862.0,13266.0,No,40.92,-90.72,maize,19,0,0,0.0,1.0,,,707.4,511.805,195.595,19.48333,28.84338,6.25713,Loam
15303.0,14642.0,No,40.92,-90.72,maize,20,0,0,0.0,1.0,,,717.9,509.583,208.317,20.45,29.30252,7.53122,Loam
13596.0,14202.0,Yes,40.92,-90.72,maize,17,1,1,0.0,1.0,,,447.6,559.736,-112.136,20.8,34.64616,4.47773,Loam
13211.0,12440.0,No,40.92,-90.72,maize,18,1,1,0.0,1.0,,,327.5,532.572,-205.072,20.36667,29.63297,5.49323,Loam
15028.0,13651.0,No,40.92,-90.72,maize,19,1,1,0.0,1.0,,,707.4,511.805,195.595,19.48333,28.84338,6.25713,Loam
15138.0,14807.0,No,40.92,-90.72,maize,20,1,1,0.0,1.0,,,717.9,509.583,208.317,20.45,29.30252,7.53122,Loam
14147.0,14202.0,Yes,40.92,-90.72,maize,17,1,1,0.0,1.0,,,447.6,559.736,-112.136,20.8,34.64616,4.47773,Loam
14532.0,13156.0,No,40.92,-90.72,maize,18,1,1,0.0,1.0,,,327.5,532.572,-205.072,20.36667,29.63297,5.49323,Loam
15083.0,13266.0,No,40.92,-90.72,maize,19,1,1,0.0,1.0,,,707.4,511.805,195.595,19.48333,28.84338,6.25713,Loam
15578.0,15193.0,No,40.92,-90.72,maize,20,1,1,0.0,1.0,,,717.9,509.583,208.317,20.45,29.30252,7.53122,Loam
4404.0,4239.0,No,40.92,-90.72,soybean,17,1,1,0.0,1.0,,,447.6,559.736,-112.136,20.8,34.64616,4.47773,Loam
4018.0,3853.0,No,40.92,-90.72,soybean,18,1,1,0.0,1.0,,,327.5,532.572,-205.072,20.36667,29.63297,5.49323,Loam
4239.0,3908.0,No,40.92,-90.72,soybean,19,1,1,0.0,1.0,,,707.4,511.805,195.595,19.48333,28.84338,6.25713,Loam
5284.0,4789.0,No,40.92,-90.72,soybean,20,1,1,0.0,1.0,,,717.9,509.583,208.317,20.45,29.30252,7.53122,Loam
4285.0,3798.0,No,40.92,-90.72,soybean,17,0,0,0.0,1.0,,,447.6,559.736,-112.136,20.8,34.64616,4.47773,Loam
3578.0,3523.0,No,40.92,-90.72,soybean,18,0,0,0.0,1.0,,,327.5,532.572,-205.072,20.36667,29.63297,5.49323,Loam
4239.0,3963.0,No,40.92,-90.72,soybean,19,0,0,0.0,1.0,,,707.4,511.805,195.595,19.48333,28.84338,6.25713,Loam
4789.0,4459.0,No,40.92,-90.72,soybean,20,0,0,0.0,1.0,,,717.9,509.583,208.317,20.45,29.30252,7.53122,Loam
6936.0,5890.0,No,40.92,-90.72,wheat.winter,17,1,1,0.0,1.0,,,794.9,573.735,221.165,11.62,28.99329,-8.35604,Loam
3743.0,3534.0,No,40.92,-90.72,wheat.winter,18,1,1,0.0,1.0,,,860.4,566.135,294.265,9.56,28.34568,-14.07199,Loam
4789.0,5119.0,Yes,40.92,-90.72,wheat.winter,19,1,1,0.0,1.0,,,901.2,572.522,328.678,10.72,29.30252,-13.9032,Loam
3138.0,2862.0,No,40.92,-90.72,wheat.winter,20,1,1,0.0,1.0,,,983.6,599.037,384.563,13.72,30.52077,-8.00098,Loam
9386.0,9150.0,No,40.7,-94.35,maize,9,0,0,,,,,729.399971,568.5436623,160.856,20.98333327,29.9216092,7.987771311,Loam
11309.0,11339.0,Yes,42.07,-94.85,maize,10,0,0,,,,,447.4,528.906,-81.506,18.46667,31.16765,1.95897,Loam
9760.0,9463.0,No,42.07,-94.85,maize,9,0,0,,,,,707.8000107,538.9309508,168.869,20.41666635,29.08774296,5.736031809,Loam
9932.0,9673.0,No,42.43,-92.85,maize,9,0,0,,,,,674.299984,511.1500178,163.15,19.03333314,28.65195588,5.909254013,Loam
12043.0,11545.0,No,42.43,-92.85,maize,10,0,0,,,,,499.9,529.12,-29.22,18.03333,30.45613,2.28318,Loam
11121.0,10870.0,No,42.07,-91.67,maize,10,0,0,,,,,432.6,538.349,-105.749,18.55,31.00652,2.87896,Loam
10559.0,10299.0,No,42.07,-91.67,maize,9,0,0,,,,,753.7999878,526.6657331,227.134,19.41666667,28.78844624,6.082903954,Loam
3618.0,2505.0,No,43.3,-89.35,soybean,2,0,0,0.0,1.0,1.0,1.0,448.2,350.139,98.061,16.12,25.14502,2.89311,Loam
8880.0,8730.0,No,42.87,-80.52,maize,1,0,0,0.0,1.0,1.0,1.0,541.1,542.27,-1.17,15.45,24.91466,4.70061,Sandy loam
6250.0,6380.0,Yes,42.87,-80.52,maize,2,0,0,0.0,1.0,1.0,1.0,264.3,585.537,-321.237,17.61667,26.51865,6.44425,Sandy loam
2220.0,3880.0,Yes,42.87,-80.52,maize,3,0,0,0.0,1.0,1.0,1.0,415.5,591.695,-176.195,17.01667,28.8529,5.31679,Sandy loam
4420.0,4123.0,No,25.35,82.97,wheat.winter,2,0,0,,,1.0,1.0,70.2,479.659,-409.459,28.58,38.24305,10.03353,Loam
2190.0,3740.0,Yes,50.24,-113.15,wheat.winter,1,0,0,,,0.0,0.0,384.6,557.414,-172.814,6.83333,27.04705,-18.06313,Loam
910.0,200.0,No,50.24,-113.15,wheat.winter,2,0,0,,,1.0,1.0,524.6,533.912,-9.312,6.34167,24.29324,-12.86647,Loam
1620.0,660.0,No,50.24,-113.15,wheat.winter,3,0,0,,,1.0,1.0,368.3,529.115,-160.815,4.98333,28.33247,-20.05344,Loam
450.0,100.0,No,50.24,-113.15,wheat.winter,4,0,0,,,1.0,1.0,414.5,539.329,-124.829,5.125,25.90855,-16.85497,Loam
1370.0,950.0,No,50.24,-113.15,wheat.winter,5,0,0,,,1.0,1.0,447.4,558.456,-111.056,7.79167,28.18016,-16.50908,Loam
580.0,130.0,No,50.24,-113.15,wheat.winter,2,0,0,,,1.0,1.0,524.6,533.912,-9.312,6.34167,24.29324,-12.86647,Loam
880.0,290.0,No,50.24,-113.15,wheat.winter,2,0,0,,,1.0,1.0,524.6,533.912,-9.312,6.34167,24.29324,-12.86647,Loam
1080.0,190.0,No,50.24,-113.15,wheat.winter,2,0,0,,,1.0,1.0,524.6,533.912,-9.312,6.34167,24.29324,-12.86647,Loam
12890.0,11240.0,No,52.43,16.9,maize,9,0,0,0.0,1.0,1.0,1.0,288.4,390.685,-102.285,14.18571,25.82863,4.04374,Sandy loam
12780.0,8670.0,No,52.43,16.9,maize,10,0,0,0.0,1.0,1.0,1.0,271.8,418.851,-147.051,14.98571,25.59155,2.9699,Sandy loam
13810.0,11870.0,No,52.43,16.9,maize,11,0,0,0.0,1.0,1.0,1.0,310.0,421.681,-111.681,15.87143,30.38798,4.35968,Sandy loam
21530.0,19500.0,No,52.43,16.9,maize,12,0,0,0.0,1.0,1.0,1.0,336.2,411.782,-75.582,14.67143,24.48665,3.57502,Sandy loam
12240.0,10270.0,No,52.43,16.9,maize,13,0,0,0.0,1.0,1.0,1.0,301.3,400.28,-98.98,14.67143,25.6385,4.06182,Sandy loam
13590.0,12030.0,No,52.43,16.9,maize,14,0,0,0.0,1.0,1.0,1.0,397.9,419.37,-21.47,14.62857,25.18136,5.0761,Sandy loam
14590.0,9740.0,No,52.43,16.9,maize,15,0,0,0.0,1.0,1.0,1.0,461.7,387.338,74.362,13.87143,27.23653,2.47817,Sandy loam
14300.0,10590.0,No,52.43,16.9,maize,16,0,0,0.0,1.0,1.0,1.0,331.6,415.668,-84.068,15.32857,24.55087,5.82546,Sandy loam
24640.0,15910.0,No,52.43,16.9,maize,17,0,0,0.0,1.0,1.0,1.0,423.3,411.656,11.644,14.54286,24.49335,4.0788,Sandy loam
17080.0,11470.0,No,52.43,16.9,maize,18,0,0,0.0,1.0,1.0,1.0,378.2,407.489,-29.289,14.91429,26.174,4.26026,Sandy loam
15160.0,11140.0,No,52.43,16.9,maize,19,0,0,0.0,1.0,1.0,1.0,416.2,422.759,-6.559,15.64286,27.86493,5.89026,Sandy loam
16960.0,14810.0,No,52.43,16.9,maize,20,0,0,0.0,1.0,1.0,1.0,269.6,413.333,-143.733,14.78571,29.17326,2.91577,Sandy loam
11800.0,13300.0,Yes,50.62,3.57,maize,14,1,1,0.0,1.0,1.0,1.0,526.4,393.164,133.236,14.11429,23.12823,4.51994,Loam
7700.0,8400.0,Yes,50.62,3.57,wheat.winter,12,1,1,0.0,1.0,1.0,1.0,717.7,420.673,297.027,12.76364,22.1966,3.17683,Loam
7019.0,6631.0,No,48.73,8.93,wheat.winter,3,1,1,0.0,1.0,1.0,1.0,781.0,467.102,313.898,8.71818,21.32797,-3.01667,Clay loam
6243.0,5467.0,No,48.73,8.93,wheat.winter,3,1,1,0.0,1.0,1.0,1.0,781.0,467.102,313.898,8.71818,21.32797,-3.01667,Clay loam
4821.0,3877.0,No,48.73,8.93,wheat.winter,3,1,1,0.0,1.0,1.0,1.0,781.0,467.102,313.898,8.71818,21.32797,-3.01667,Clay loam
2531.0,1265.0,No,45.93,17.02,barley.spring,21,1,1,0.0,1.0,1.0,1.0,627.6,414.538,213.062,16.68,26.95057,8.2764,Loam
8553.0,6065.0,No,45.93,17.02,maize,15,1,1,0.0,1.0,1.0,1.0,527.7,498.005,29.695,16.12857,28.04123,6.77226,Loam
3884.0,5716.0,Yes,45.93,17.02,maize,19,1,1,0.0,1.0,1.0,1.0,466.1,518.456,-52.356,17.2,31.69037,6.63699,Loam
3536.0,2269.0,No,45.93,17.02,soybean,16,1,1,0.0,1.0,1.0,1.0,386.9,447.43,-60.53,17.48333,29.11276,7.30111,Loam
3273.0,2924.0,No,45.93,17.02,wheat.winter,16,1,1,0.0,1.0,1.0,1.0,1298.6,524.57,774.03,11.10909,28.40448,-2.26251,Loam
6153.0,3316.0,No,45.93,17.02,wheat.winter,19,1,1,0.0,1.0,1.0,1.0,1120.6,539.132,581.468,11.3,29.08915,-1.38852,Loam
6140.0,8160.0,Yes,-36.5,-63.82,maize,5,1,1,0.0,1.0,1.0,1.0,400.4,731.247,-330.847,22.1,33.71338,9.23935,Loam
2600.0,3340.0,Yes,-36.5,-63.82,wheat.winter,5,1,1,0.0,1.0,1.0,1.0,410.4,437.897,-27.497,13.38571,28.49724,0.06973,Loam
1571.0,1712.0,Yes,34.18,-101.95,cotton,2,0,0,0.0,1.0,1.0,1.0,387.2,557.346,-170.146,21.33333,31.97094,8.09325,Loam
969.0,1047.0,Yes,34.18,-101.95,cotton,2,0,0,0.0,1.0,1.0,1.0,387.2,557.346,-170.146,21.33333,31.97094,8.09325,Loam
1332.0,1437.0,Yes,34.18,-101.95,cotton,2,0,0,0.0,1.0,1.0,1.0,387.2,557.346,-170.146,21.33333,31.97094,8.09325,Loam
837.0,871.0,Yes,34.18,-101.95,cotton,2,0,0,0.0,1.0,1.0,1.0,387.2,557.346,-170.146,21.33333,31.97094,8.09325,Loam
1113.0,1234.0,Yes,34.18,-101.95,cotton,3,0,0,0.0,1.0,1.0,1.0,370.3,556.641,-186.341,21.4,31.78707,8.3505,Loam
971.0,991.0,Yes,34.18,-101.95,cotton,3,0,0,0.0,1.0,1.0,1.0,370.3,556.641,-186.341,21.4,31.78707,8.3505,Loam
612.0,624.0,Yes,34.18,-101.95,cotton,3,0,0,0.0,1.0,1.0,1.0,370.3000023,556.6412942,-186.341,21.40000025,31.78707479,8.350496354,Loam
439.0,380.0,No,34.18,-101.95,cotton,3,0,0,0.0,1.0,1.0,1.0,370.3,556.641,-186.341,21.4,31.78707,8.3505,Loam
2800.0,2500.0,No,-34.45,-58.67,soybean,13,0,0,,,1.0,1.0,672.3,632.229,40.071,23.25,28.56637,11.96635,Silt loam
3500.0,2700.0,No,-34.45,-58.67,soybean,13,0,0,,,1.0,1.0,672.3,632.229,40.071,23.25,28.56637,11.96635,Silt loam
2800.0,2420.0,No,-34.45,-58.67,soybean,14,0,0,,,1.0,1.0,902.0,610.986,291.014,23.53333,29.39312,12.52937,Silt loam
3200.0,2650.0,No,-34.45,-58.67,soybean,14,0,0,,,1.0,1.0,902.0,610.986,291.014,23.53333,29.39312,12.52937,Silt loam
2760.0,2400.0,No,-34.45,-58.67,soybean,15,0,0,,,1.0,1.0,547.2,649.417,-102.217,23.5,29.72175,11.01831,Silt loam
3000.0,2600.0,No,-34.45,-58.67,soybean,15,0,0,,,1.0,1.0,547.2,649.417,-102.217,23.5,29.72175,11.01831,Silt loam
3300.0,2700.0,No,-34.45,-58.67,soybean,13,0,0,,,1.0,1.0,672.3,632.229,40.071,23.25,28.56637,11.96635,Silt loam
2650.0,2500.0,No,-34.45,-58.67,soybean,13,0,0,,,1.0,1.0,672.3,632.229,40.071,23.25,28.56637,11.96635,Silt loam
3000.0,2650.0,No,-34.45,-58.67,soybean,14,0,0,,,1.0,1.0,902.0,610.986,291.014,23.53333,29.39312,12.52937,Silt loam
2560.0,2420.0,No,-34.45,-58.67,soybean,14,0,0,,,1.0,1.0,902.0,610.986,291.014,23.53333,29.39312,12.52937,Silt loam
2920.0,2600.0,No,-34.45,-58.67,soybean,15,0,0,,,1.0,1.0,547.2,649.417,-102.217,23.5,29.72175,11.01831,Silt loam
2500.0,2400.0,No,-34.45,-58.67,soybean,15,0,0,,,1.0,1.0,547.2,649.417,-102.217,23.5,29.72175,11.01831,Silt loam
1853.0,2180.0,Yes,52.28,-108.0,wheat.winter,4,0,0,0.0,1.0,1.0,1.0,490.3,462.326,27.974,1.65833,23.79655,-31.42503,Loam
2395.0,2453.0,Yes,52.28,-108.0,wheat.winter,4,0,0,0.0,1.0,1.0,1.0,490.3,462.326,27.974,1.65833,23.79655,-31.42503,Loam
1642.0,2027.0,Yes,52.28,-108.0,wheat.winter,10,0,0,0.0,1.0,1.0,1.0,180.3,544.511,-364.211,5.075,26.86644,-21.81413,Loam
2299.0,2159.0,No,52.28,-108.0,wheat.winter,10,0,0,0.0,1.0,1.0,1.0,180.3,544.511,-364.211,5.075,26.86644,-21.81413,Loam
1042.0,1226.0,Yes,52.28,-108.0,wheat.winter,11,0,0,0.0,1.0,1.0,1.0,434.6,502.958,-68.358,2.80833,26.69037,-23.59957,Loam
1595.0,1504.0,No,52.28,-108.0,wheat.winter,11,0,0,0.0,1.0,1.0,1.0,434.6,502.958,-68.358,2.80833,26.69037,-23.59957,Loam
1731.0,1735.0,Yes,52.28,-108.0,wheat.winter,12,0,0,0.0,1.0,1.0,1.0,437.4,496.753,-59.353,3.64167,23.82962,-20.40651,Loam
2276.0,2656.0,Yes,52.28,-108.0,wheat.winter,13,0,0,0.0,1.0,1.0,1.0,400.7,496.734,-96.034,3.73333,27.86342,-23.88412,Loam
2408.0,2705.0,Yes,52.28,-108.0,wheat.winter,13,0,0,0.0,1.0,1.0,1.0,400.7,496.734,-96.034,3.73333,27.86342,-23.88412,Loam
6310.0,6240.0,No,-27.78,-50.3,maize,1,1,1,0.0,0.0,,,994.9,634.678,360.222,22.91667,27.469,12.71711,Clay
6400.0,5860.0,No,-27.78,-50.3,maize,2,1,1,0.0,0.0,,,1220.1,617.722,602.378,22.71667,26.71177,12.57553,Clay
3230.0,2980.0,No,-27.78,-50.3,soybean,1,1,1,0.0,0.0,,,994.9,634.678,360.222,22.91667,27.469,12.71711,Clay
3070.0,2270.0,No,-27.78,-50.3,soybean,2,1,1,0.0,0.0,,,1220.1,617.722,602.378,22.71667,26.71177,12.57553,Clay
2364.0,2245.0,No,46.4,6.23,wheat.winter,7,1,1,0.0,1.0,1.0,1.0,1402.8,500.95,901.85,8.96364,21.53454,-1.35621,Loam
1973.0,2619.0,Yes,46.4,6.23,wheat.winter,7,1,1,0.0,1.0,1.0,1.0,1402.8,500.95,901.85,8.96364,21.53454,-1.35621,Loam
2585.0,3742.0,Yes,46.4,6.23,wheat.winter,7,1,1,0.0,1.0,1.0,1.0,1402.8,500.95,901.85,8.96364,21.53454,-1.35621,Loam
2279.0,2670.0,Yes,46.4,6.23,wheat.winter,7,1,1,0.0,1.0,1.0,1.0,1402.8,500.95,901.85,8.96364,21.53454,-1.35621,Loam
2024.0,2908.0,Yes,46.4,6.23,wheat.winter,7,1,1,0.0,1.0,1.0,1.0,1402.8,500.95,901.85,8.96364,21.53454,-1.35621,Loam
2075.0,2143.0,Yes,46.4,6.23,wheat.winter,7,1,1,0.0,1.0,1.0,1.0,1402.8,500.95,901.85,8.96364,21.53454,-1.35621,Loam
2415.0,3469.0,Yes,46.4,6.23,wheat.winter,7,1,1,0.0,1.0,1.0,1.0,1402.8,500.95,901.85,8.96364,21.53454,-1.35621,Loam
1820.0,2313.0,Yes,46.4,6.23,wheat.winter,7,1,1,0.0,1.0,1.0,1.0,1402.8,500.95,901.85,8.96364,21.53454,-1.35621,Loam
2721.0,1174.0,No,46.4,6.23,wheat.winter,8,1,1,0.0,1.0,1.0,1.0,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
3010.0,1156.0,No,46.4,6.23,wheat.winter,8,1,1,0.0,1.0,1.0,1.0,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
3401.0,1973.0,No,46.4,6.23,wheat.winter,8,1,1,0.0,1.0,1.0,1.0,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
3027.0,918.0,No,46.4,6.23,wheat.winter,8,1,1,0.0,1.0,1.0,1.0,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
3435.0,1531.0,No,46.4,6.23,wheat.winter,8,1,1,0.0,1.0,1.0,1.0,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
2755.0,986.0,No,46.4,6.23,wheat.winter,8,1,1,0.0,1.0,1.0,1.0,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
3248.0,2330.0,No,46.4,6.23,wheat.winter,8,1,1,0.0,1.0,1.0,1.0,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
2976.0,1327.0,No,46.4,6.23,wheat.winter,8,1,1,0.0,1.0,1.0,1.0,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
3912.0,459.0,No,46.4,6.23,wheat.winter,8,1,1,0.0,1.0,1.0,1.0,1228.9,541.772,687.128,9.71818,26.70192,-2.48785,Loam
3503.0,816.0,No,46.4,6.23,wheat.winter,9,1,1,0.0,1.0,1.0,1.0,1231.8,508.93,722.87,9.26364,23.63038,-0.91713,Loam
4184.0,4320.0,Yes,46.4,6.23,wheat.winter,9,1,1,0.0,1.0,1.0,1.0,1231.8,508.93,722.87,9.26364,23.63038,-0.91713,Loam
2840.0,323.0,No,46.4,6.23,wheat.winter,9,1,1,0.0,1.0,1.0,1.0,1231.8,508.93,722.87,9.26364,23.63038,-0.91713,Loam
3554.0,1259.0,No,46.4,6.23,wheat.winter,9,1,1,0.0,1.0,1.0,1.0,1231.8,508.93,722.87,9.26364,23.63038,-0.91713,Loam
3707.0,323.0,No,46.4,6.23,wheat.winter,9,1,1,0.0,1.0,1.0,1.0,1231.8,508.93,722.87,9.26364,23.63038,-0.91713,Loam
4286.0,2262.0,No,46.4,6.23,wheat.winter,9,1,1,0.0,1.0,1.0,1.0,1231.8,508.93,722.87,9.26364,23.63038,-0.91713,Loam
2857.0,289.0,No,46.4,6.23,wheat.winter,9,1,1,0.0,1.0,1.0,1.0,1231.8,508.93,722.87,9.26364,23.63038,-0.91713,Loam
967.0,770.0,No,34.58,-81.55,cotton,1,0,0,,,1.0,1.0,632.6,465.156,167.444,23.2,34.36752,13.78289,Loam
1770.0,1323.0,No,34.58,-81.55,cotton,2,0,0,,,1.0,1.0,778.1,452.127,325.973,22.16667,31.58827,10.56073,Loam
498.0,559.0,Yes,34.48,-80.22,cotton,1,0,0,,,1.0,1.0,566.5,586.302,-19.802,23.96667,33.73912,13.67596,Loam
910.0,746.0,No,34.48,-80.22,cotton,2,0,0,,,1.0,1.0,684.9,583.839,101.061,22.93333,31.09585,11.04296,Loam
7465.295751,6657.86,No,40.52,-98.06,maize,5,0,0,0.0,0.0,1.0,1.0,282.7,580.822,-298.122,20.46667,33.1505,5.02765,Loam
8137.622732,8743.467618,Yes,40.52,-98.06,maize,6,0,0,0.0,0.0,1.0,1.0,600.3,536.187,64.113,18.8,30.63168,4.48174,Loam
6120.641791,5985.53302,No,40.52,-98.06,maize,7,0,0,0.0,0.0,1.0,1.0,603.1,513.386,89.714,18.78333,32.13759,6.28692,Loam
9146.649348,9617.385463,Yes,40.52,-98.06,maize,8,0,0,0.0,0.0,1.0,1.0,565.7,554.054,11.646,20.3,35.41029,6.61514,Loam
12846.05618,12643.39302,No,40.52,-98.06,maize,9,0,0,0.0,0.0,1.0,1.0,413.6,572.305,-158.705,19.5,33.12348,5.74753,Loam
11164.70258,11567.88431,Yes,40.52,-98.06,maize,12,0,0,0.0,0.0,1.0,1.0,492.5,572.699,-80.199,19.75,33.60631,1.71847,Loam
11231.18467,12240.21129,Yes,40.52,-98.06,maize,13,0,0,0.0,0.0,1.0,1.0,376.7,571.233,-194.533,20.46667,32.92349,2.88252,Loam
10491.30331,11635.4387,Yes,40.52,-98.06,maize,14,0,0,0.0,0.0,1.0,1.0,530.0,525.675,4.325,19.0,31.65058,4.48831,Loam
10222.15806,11097.14819,Yes,40.52,-98.06,maize,15,0,0,0.0,0.0,1.0,1.0,546.3,563.897,-17.597,19.8,31.05623,4.28486,Loam
10155.67596,11971.06604,Yes,40.52,-98.06,maize,16,0,0,0.0,0.0,1.0,1.0,359.8,547.163,-187.363,20.51667,33.44086,3.20611,Loam
5500.0,5400.0,No,42.7,13.87,wheat.winter,6,0,0,0.0,1.0,1.0,1.0,622.9,575.759,47.141,15.0,24.93683,-1.25412,Loam
3300.0,3200.0,No,42.7,13.87,wheat.winter,7,0,0,0.0,1.0,1.0,1.0,655.1,597.779,57.321,15.16667,25.79672,-2.80289,Loam
5500.0,6100.0,Yes,42.7,13.87,wheat.winter,6,0,0,0.0,1.0,1.0,1.0,622.9,575.759,47.141,15.0,24.93683,-1.25412,Loam
3200.0,3300.0,Yes,42.7,13.87,wheat.winter,7,0,0,0.0,1.0,1.0,1.0,655.1,597.779,57.321,15.16667,25.79672,-2.80289,Loam
9470.0,4050.0,No,45.05,11.88,maize,8,1,1,0.0,1.0,1.0,1.0,310.0,568.509,-258.509,21.25,33.94712,8.06742,Loam
5940.0,6120.0,Yes,55.94,-3.21,barley.winter,2,0,0,0.0,0.0,1.0,1.0,739.3,259.214,480.086,6.33333,15.01892,-4.70432,Sandy loam
5730.0,5550.0,No,55.94,-3.21,barley.winter,2,0,0,0.0,0.0,1.0,1.0,739.3,259.214,480.086,6.33333,15.01892,-4.70432,Sandy loam
5550.0,5310.0,No,55.94,-3.21,barley.winter,2,0,0,0.0,0.0,1.0,1.0,739.3,259.214,480.086,6.33333,15.01892,-4.70432,Sandy loam
5810.0,5400.0,No,55.94,-3.21,barley.winter,2,0,0,0.0,0.0,1.0,1.0,739.3,259.214,480.086,6.33333,15.01892,-4.70432,Sandy loam
6670.0,5420.0,No,55.94,-3.21,barley.winter,2,0,0,0.0,0.0,1.0,1.0,739.3,259.214,480.086,6.33333,15.01892,-4.70432,Sandy loam
5370.0,4090.0,No,55.94,-3.21,barley.winter,2,0,0,0.0,0.0,1.0,1.0,739.3,259.214,480.086,6.33333,15.01892,-4.70432,Sandy loam
2594.0,2585.0,No,53.02,-106.4,wheat.spring,3,0,0,0.0,1.0,1.0,1.0,327.9,366.735,-38.835,13.3,21.79406,1.3617,Silt loam
2425.0,2407.0,No,53.02,-106.4,wheat.spring,3,0,0,0.0,1.0,1.0,1.0,327.9,366.735,-38.835,13.3,21.79406,1.3617,Silt loam
1528.0,1493.0,No,53.02,-106.4,wheat.spring,3,0,0,0.0,1.0,1.0,1.0,327.9,366.735,-38.835,13.3,21.79406,1.3617,Silt loam
2278.0,2207.0,No,53.02,-106.4,wheat.spring,3,0,0,0.0,1.0,1.0,1.0,327.9,366.735,-38.835,13.3,21.79406,1.3617,Silt loam
1879.0,1815.0,No,53.02,-106.4,wheat.spring,3,0,0,0.0,1.0,1.0,1.0,327.9,366.735,-38.835,13.3,21.79406,1.3617,Silt loam
992.0,911.0,No,53.02,-106.4,wheat.spring,3,0,0,0.0,1.0,1.0,1.0,327.9,366.735,-38.835,13.3,21.79406,1.3617,Silt loam
5590.0,6130.0,Yes,51.65,-1.64,wheat.winter,2,0,0,0.0,0.0,1.0,1.0,658.8,351.528,307.272,9.31,20.71284,-1.01262,Loam
6960.0,7860.0,Yes,51.65,-1.64,wheat.winter,2,0,0,0.0,0.0,1.0,1.0,658.8,351.528,307.272,9.31,20.71284,-1.01262,Loam
